HRM2-ID,HRM2-Bezeichnung,Rechnung 2016,Budget 2017,Rechnung 2017,Budget 2018,Source,Kanton,Year,Compte,Compte.1
30,Personalaufwand,5086778.7295200005,5233947.216,5240375.77332,5315346.187,ZH_HRM2,ZH,2017,,
31,Sach- und übriger Betriebsaufwand,2958331.72029,3085081.573,3035765.80313,3119151.583,ZH_HRM2,ZH,2017,,
330,Abschreibungen Sachanlagen VV,486323.49385,477753.225,478151.62506,483925.399,ZH_HRM2,ZH,2017,,
332,Abschreibungen Immaterielle Anlagen VV,29594.168719999998,29163.59,27310.612399999998,27477.844,ZH_HRM2,ZH,2017,,
339,Abtragung Bilanzfehlbetrag,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
350,Einlagen in Fonds und Spezialfinanzierungen im FK,35993.698670000005,22275.0,35807.12438,16924.0,ZH_HRM2,ZH,2017,,
351,Einlagen in Fonds und Spezialfinanzierungen im EK,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
36,Transferaufwand,5707484.18904,5821815.486,5872130.3178,6029894.919,ZH_HRM2,ZH,2017,,
37,Durchlaufende Beiträge,434738.98065,388318.5,416080.67611,424954.0,ZH_HRM2,ZH,2017,,
39,Interne Verrechungen,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
41,Regalien und Konzessionen,199768.11233,200526.0,296263.38249,200561.0,ZH_HRM2,ZH,2017,,
42,Entgelte,2994885.35759,2980075.86,3033338.05931,3013974.072,ZH_HRM2,ZH,2017,,
430,Verschiedene Erträge,260397.86333000002,268878.439,269088.88652999996,272915.928,ZH_HRM2,ZH,2017,,
431,Aktivierung Eigenleistung,13840.81425,14105.070609999999,11139.23403,12048.0,ZH_HRM2,ZH,2017,,
432,Bestandesveränderungen,2533.4943399999997,-1.0,3314.34476,13.0,ZH_HRM2,ZH,2017,,
439,Übriger Ertrag,87283.18567,32774.09239,78817.64169,35230.621,ZH_HRM2,ZH,2017,,
450,Entnahmen aus Fonds und Spezialfinanzierungen im Fremdkapital,27390.861780000003,85684.385,37531.756729999994,80408.059,ZH_HRM2,ZH,2017,,
451,Entnahmen aus Fonds und Spezialfinanzierungen im Eigenkapital,51149.49857,48935.0,49108.328689999995,53794.0,ZH_HRM2,ZH,2017,,
46,Transferertrag,3897556.38426,3956742.27342,4174448.12462,4202507.4099200005,ZH_HRM2,ZH,2017,,
47,Durchlaufende Beiträge,434738.97427,388329.5,416080.67611,424982.0,ZH_HRM2,ZH,2017,,
49,Interne Verrechnungen,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
340,Zinsaufwand,107082.73604,108601.5,100481.45495999999,86584.9,ZH_HRM2,ZH,2017,,
341,Realisierte Kursverluste,946.83241,414.8,6253.54526,656.1,ZH_HRM2,ZH,2017,,
342,Kapitalbeschaffungs- und Verwaltungskosten,724.88328,710.0,688.53225,590.0,ZH_HRM2,ZH,2017,,
343,Liegenschaftenaufwand FV,4523.20171,5132.5,5566.93695,20433.0,ZH_HRM2,ZH,2017,,
344,Wertberichtigungen Anlagen FV,1423.2313700000002,20.0,3686.9107000000004,20.0,ZH_HRM2,ZH,2017,,
349,Verschiedener Finanzaufwand,1853.20151,201.9,1344.04929,247.9,ZH_HRM2,ZH,2017,,
440,Zinsertrag,41402.88714,33003.6,28044.05275,21582.7,ZH_HRM2,ZH,2017,,
441,Realisierte Gewinne FV,12772.015210000001,2117.7,24664.174649999997,3365.0,ZH_HRM2,ZH,2017,,
442,Beteiligungsertrag FV,563.05641,113.0,484.73275,88.0,ZH_HRM2,ZH,2017,,
443,Liegenschaftenertrag FV,24460.35597,24457.1,25109.038129999997,23525.8,ZH_HRM2,ZH,2017,,
444,Wertberichtigungen Anlagen FV,93972.65884,2000.0,36540.26886,2994.0,ZH_HRM2,ZH,2017,,
445,Finanzertrag aus Darlehen und Beteiligungen VV,68889.1693,59450.2,68916.4912,37452.5,ZH_HRM2,ZH,2017,,
446,Finanzertrag von öffentlichen Unternehmungen,229789.19463999997,269106.0,243226.34965000002,269369.5,ZH_HRM2,ZH,2017,,
447,Liegenschaftenertrag VV,37587.402969999996,36895.919,40180.909380000005,31480.148,ZH_HRM2,ZH,2017,,
448,Erträge von gemieteten Liegenschaften,4241.07916,1605.08,4339.52736,1494.18,ZH_HRM2,ZH,2017,,
449,übriger Finanzertrag,1644.97145,358.0,6218.80562,365.0,ZH_HRM2,ZH,2017,,
380,a.o. Personalaufwand,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
381,a.o. Sach- und Betriebsaufwand,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
383,Zusätzliche Abschreibungen Sachanlagen und immat. Anlagen VV,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
3840,a.o. Finanzaufwand (Geldwirksam),0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
3841,a.o. Finanzaufwand (Wertberichtigungen),0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
386,a.o.Transferaufwand (Geldwirksam),0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
387,"Zusätzlich Abschreibungen Darlehen, Beteiligungen, Invest.-Beiträge VV",0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
389,Einlagen in das Eigenkapital,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
481,"a.o. Regalien, Konzessionen",0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
482,a.o. Entgelte,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
483,a.o. verschiedene Erträge,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
484,a.o. Finanzerträge,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
485,a.o. Entnahmen aus Fonds und Spezialfinanzierungen,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
486,a.o. Transfererträge,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
487,Zusätzliche Auflösung passivierter Investitionsbeiträge,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
489,Entnahmen aus dem Eigenkapital,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
3,Aufwand,14855799.06706,15173435.29,15223643.36161,15526205.832,ZH_HRM2,ZH,2017,,
4,Ertrag,15245365.016730001,15235862.11942,15591000.167150002,15655883.21792,ZH_HRM2,ZH,2017,,
50,Sachanlagen,525428.13584,666411.0,720264.01781,837325.75,ZH_HRM2,ZH,2017,,
51,Investitionen auf Rechnung Dritter,585.8219499999999,0.0,510.5947,1140.0,ZH_HRM2,ZH,2017,,
52,Immaterielle Anlagen,34833.11011,45326.3,28862.04203,38246.0,ZH_HRM2,ZH,2017,,
54,Darlehen,8131.82823,15900.0,14559.381949999999,14550.0,ZH_HRM2,ZH,2017,,
55,Beteiligungen und Grundkapitalien,449.0408,0.0,419.85578000000004,0.0,ZH_HRM2,ZH,2017,,
56,Eigene Investitionsbeiträge,168018.74856,246805.8,209119.51502000002,229216.0,ZH_HRM2,ZH,2017,,
57,Durchlaufende Investitionsbeiträge,32930.45736,36289.5,32184.803649999998,44797.5,ZH_HRM2,ZH,2017,,
580,a.o. Investitionen für Sachanlagen,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
582,a.o. Investitionen für immaterielle Anlagen,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
584,a.o. Investitionen für Darlehen,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
585,a.o. Investitionen für Beteiligungen und Grundkapitalien,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
586,a.o. eigene Investitionsbeiträge,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
589,Übrige a.o. Investitionen,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
5,Investitionsausgaben gesamt,770377.14285,1010732.6000000001,1005920.21094,1165275.25,ZH_HRM2,ZH,2017,,
60,Übertragung von Sachanlagen in das FV,925.02426,100.0,12574.474279999999,100.0,ZH_HRM2,ZH,2017,,
61,Rückerstattungen Dritter für Investitionen,585.8219499999999,0.0,510.5947,860.0,ZH_HRM2,ZH,2017,,
62,Abgang immaterielle Anlagen,73.11298,0.0,322.30008000000004,0.0,ZH_HRM2,ZH,2017,,
63,Investitionsbeiträge für eigene Rechnung,53262.7984,39497.0,39506.28741,39912.0,ZH_HRM2,ZH,2017,,
64,Rückzahlung von Darlehen,272577.65395999997,28784.0,58455.98387,22266.5,ZH_HRM2,ZH,2017,,
65,Übertragung von Beteiligungen,339.5378,0.0,13.875,0.0,ZH_HRM2,ZH,2017,,
66,Rückzahlung eigener Investitionsbeiträge,2236.952,210.0,848.808,210.0,ZH_HRM2,ZH,2017,,
67,Durchlaufende Investitionsbeiträge,32930.45736,36289.5,32184.803649999998,44797.5,ZH_HRM2,ZH,2017,,
6,Investitionseinnahmen gesamt,362931.35870999994,104880.5,144417.12699,108146.0,ZH_HRM2,ZH,2017,,
10,Finanzvermögen,6187562.596299999,0.0,6354703.88208,0.0,ZH_HRM2,ZH,2017,,
102,Kurzfr. Finanzanlagen,133441.99215,0.0,139832.86215,0.0,ZH_HRM2,ZH,2017,,
104,Aktive Rechnungsabgrenzungen (Transit. Aktiven),838403.4926,0.0,1016181.09048,0.0,ZH_HRM2,ZH,2017,,
106,Vorräte und angefangene Arbeiten,65682.43879,0.0,70936.62673999999,0.0,ZH_HRM2,ZH,2017,,
107,Langfristige Finanzanlagen FV,105275.74325,0.0,120567.8729,0.0,ZH_HRM2,ZH,2017,,
108,Sachanlagen FV,1132439.5310999998,0.0,1106170.24863,0.0,ZH_HRM2,ZH,2017,,
109,Forderungen gegenüber Spezialfinanzierungen und Fonds im FK,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
14,Verwaltungsvermögen,14254601.757399999,0.0,14388340.12434,0.0,ZH_HRM2,ZH,2017,,
144,Darlehen,513029.46942000004,0.0,469131.52555,0.0,ZH_HRM2,ZH,2017,,
145,Beteiligungen / Grundkapitalien,3043372.8005,0.0,3043758.78128,0.0,ZH_HRM2,ZH,2017,,
146,Investitionsbeiträge,2682975.33149,0.0,2727596.1504,0.0,ZH_HRM2,ZH,2017,,
1484,Kum. zusätzliche Abschreibungen Darlehen,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
1485,Kum. zusätzliche Abschreibungen Beteiligungen,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
1486,Kum. zusätzliche Abschreibungen Investitionsbeiträge,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
1489,Nicht zugeteilte kum. zusätzliche Abschreibungen,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2017,,
