HRM2-ID,HRM2-Bezeichnung,Rechnung 2011,Budget 2012,Rechnung 2012,Budget 2013,Source,Kanton,Year
30,Personalaufwand,7369400.9,4663146.94,4782409.41,4827007.19,ZH HRM2,ZH,2012
31,Sach- und übriger Betriebsaufwand,2693614.8,2513591.77,2742025.9,2633519.28,ZH HRM2,ZH,2012
330,Abschreibungen Sachanlagen VV,477900.9,437221.1,454103.66,457275.69,ZH HRM2,ZH,2012
332,Abschreibungen Immaterielle Anlagen VV,23168.47,25574.9,28316.63,25766.37,ZH HRM2,ZH,2012
339,Abtragung Bilanzfehlbetrag,0,0.0,0.0,0,ZH HRM2,ZH,2012
350,Einlagen in Fonds und Spezialfinanzierungen im FK,55473.700000000004,3854.2000000000007,38305.53,6133.82,ZH HRM2,ZH,2012
351,Einlagen in Fonds und Spezialfinanzierungen im EK,15652.4,16629.0,27451.0,32186,ZH HRM2,ZH,2012
36,Transferaufwand,4197364.68,5286441.8,5213950.72,5435767.72,ZH HRM2,ZH,2012
37,Durchlaufende Beiträge,628148.3,627812.0,653620.4,644945,ZH HRM2,ZH,2012
39,Interne Verrechungen,0,0.0,0.0,0,ZH HRM2,ZH,2012
41,Regalien und Konzessionen,373468.06,81778.0,201024.7,196792,ZH HRM2,ZH,2012
42,Entgelte,2614914.8,2685321.6,2723747.2,2717450.0249999994,ZH HRM2,ZH,2012
430,Verschiedene Erträge,220824,179072.0,235444.6,174421.8,ZH HRM2,ZH,2012
431,Aktivierung Eigenleistung,12266,12322.0,9581.6,10298.1,ZH HRM2,ZH,2012
432,Bestandesveränderungen,1521,,1167.9,0,ZH HRM2,ZH,2012
439,Übriger Ertrag,59520.9,69979.0,64102.6,0,ZH HRM2,ZH,2012
450,Entnahmen aus Fonds und Spezialfinanzierungen im Fremdkapital,2557.4,191987.363,110439.4,82563.496,ZH HRM2,ZH,2012
451,Entnahmen aus Fonds und Spezialfinanzierungen im Eigenkapital,0,0.0,0.0,0,ZH HRM2,ZH,2012
46,Transferertrag,3022311.99,3339834.0,3432659.2,3519723.438,ZH HRM2,ZH,2012
47,Durchlaufende Beiträge,628099.29,627812.0,653620.4,644945,ZH HRM2,ZH,2012
49,Interne Verrechnungen,0,0.0,0.0,0,ZH HRM2,ZH,2012
340,Zinsaufwand,138921.3,148569.646,138000.3,144558.7,ZH HRM2,ZH,2012
341,Realisierte Kursverluste,23736,616.0,4697.4,342.3,ZH HRM2,ZH,2012
342,Kapitalbeschaffungs- und Verwaltungskosten,456,705.0,459.6,695,ZH HRM2,ZH,2012
343,Liegenschaftenaufwand FV,3797,5165.0,3870.7,6905,ZH HRM2,ZH,2012
344,Wertberichtigungen Anlagen FV,43192,0.0,67743.2,0,ZH HRM2,ZH,2012
349,Verschiedener Finanzaufwand,2512,2168.0,2740.4,2303,ZH HRM2,ZH,2012
440,Zinsertrag,58520.28,61854.0,54837.3,55400.4,ZH HRM2,ZH,2012
441,Realisierte Gewinne FV,37984.7,131.2,8024.8,413.3,ZH HRM2,ZH,2012
442,Beteiligungsertrag FV,217.8,17.0,468.8,25,ZH HRM2,ZH,2012
443,Liegenschaftenertrag FV,20872.6,21213.2,23332.2,22637.5,ZH HRM2,ZH,2012
444,Wertberichtigungen Anlagen FV,77765.4,2000.0,101119.4,3000,ZH HRM2,ZH,2012
445,Finanzertrag aus Darlehen und Beteiligungen VV,16288.4,35257.0,41990.2,40486,ZH HRM2,ZH,2012
446,Finanzertrag von öffentlichen Unternehmungen,285482.7,276735.0,281330.4,275529,ZH HRM2,ZH,2012
447,Liegenschaftenertrag VV,31397.2,25750.4,31066.5,24836,ZH HRM2,ZH,2012
448,Erträge von gemieteten Liegenschaften,3687.2,2701.6,3527.0,2764.4,ZH HRM2,ZH,2012
449,übriger Finanzertrag,10969,200.0,5224.5,1437,ZH HRM2,ZH,2012
380,a.o. Personalaufwand,0,0.0,0.0,0,ZH HRM2,ZH,2012
381,a.o. Sach- und Betriebsaufwand,0,0.0,0.0,0,ZH HRM2,ZH,2012
383,Zusätzliche Abschreibungen Sachanlagen und immat. Anlagen VV,0,0.0,0.0,0,ZH HRM2,ZH,2012
3840,a.o. Finanzaufwand (Geldwirksam),0,0.0,0.0,0,ZH HRM2,ZH,2012
3841,a.o. Finanzaufwand (Wertberichtigungen),0,0.0,0.0,0,ZH HRM2,ZH,2012
386,a.o.Transferaufwand (Geldwirksam),0,0.0,0.0,0,ZH HRM2,ZH,2012
387,"Zusätzlich Abschreibungen Darlehen, Beteiligungen, Invest.-Beiträge VV",0,0.0,0.0,0,ZH HRM2,ZH,2012
389,Einlagen in das Eigenkapital,0,0.0,0.0,0,ZH HRM2,ZH,2012
481,"a.o. Regalien, Konzessionen",0,0.0,0.0,0,ZH HRM2,ZH,2012
482,a.o. Entgelte,0,0.0,0.0,0,ZH HRM2,ZH,2012
483,a.o. verschiedene Erträge,0,0.0,0.0,0,ZH HRM2,ZH,2012
484,a.o. Finanzerträge,0,0.0,0.0,0,ZH HRM2,ZH,2012
485,a.o. Entnahmen aus Fonds und Spezialfinanzierungen,0,0.0,0.0,0,ZH HRM2,ZH,2012
486,a.o. Transfererträge,0,0.0,0.0,0,ZH HRM2,ZH,2012
487,Zusätzliche Auflösung passivierter Investitionsbeiträge,0,0.0,0.0,0,ZH HRM2,ZH,2012
489,Entnahmen aus dem Eigenkapital,0,0.0,0.0,0,ZH HRM2,ZH,2012
3,Aufwand,15673338.45,13731495.356,14157694.850000001,14217405.07,ZH HRM2,ZH,2012
4,Ertrag,13950044.72,13649713.363,14263321.5,14234972.458999997,ZH HRM2,ZH,2012
50,Sachanlagen,536578.3,552685.1,552906.0,518703,ZH HRM2,ZH,2012
51,Investitionen auf Rechnung Dritter,797,400.0,721.0,400,ZH HRM2,ZH,2012
52,Immaterielle Anlagen,36020.2,36493.6,22315.0,50440.6,ZH HRM2,ZH,2012
54,Darlehen,51350,171950.0,14124.0,104775,ZH HRM2,ZH,2012
55,Beteiligungen und Grundkapitalien,1602.6,0.0,2.0,0,ZH HRM2,ZH,2012
56,Eigene Investitionsbeiträge,322048.4,268401.7,226384.0,273530.7,ZH HRM2,ZH,2012
57,Durchlaufende Investitionsbeiträge,34695.46,13816.0,42564.0,36728,ZH HRM2,ZH,2012
580,a.o. Investitionen für Sachanlagen,0,0.0,0.0,0,ZH HRM2,ZH,2012
582,a.o. Investitionen für immaterielle Anlagen,0,0.0,0.0,0,ZH HRM2,ZH,2012
584,a.o. Investitionen für Darlehen,0,0.0,0.0,0,ZH HRM2,ZH,2012
585,a.o. Investitionen für Beteiligungen und Grundkapitalien,0,0.0,0.0,0,ZH HRM2,ZH,2012
586,a.o. eigene Investitionsbeiträge,0,0.0,0.0,0,ZH HRM2,ZH,2012
589,Übrige a.o. Investitionen,0,0.0,0.0,0,ZH HRM2,ZH,2012
5,Investitionsausgaben gesamt,983091.96,1043746.3999999999,859016.0,984577.3,ZH HRM2,ZH,2012
60,Übertragung von Sachanlagen in das FV,25214.2,100.0,69934.0,100,ZH HRM2,ZH,2012
61,Rückerstattungen Dritter für Investitionen,9116.3,8000.0,18926.0,6900,ZH HRM2,ZH,2012
62,Abgang immaterielle Anlagen,0,0.0,477.0,551.2,ZH HRM2,ZH,2012
63,Investitionsbeiträge für eigene Rechnung,79123.9,52996.0,56404.0,55011.3,ZH HRM2,ZH,2012
64,Rückzahlung von Darlehen,85932.2,19706.0,138641.0,108798,ZH HRM2,ZH,2012
65,Übertragung von Beteiligungen,0,0.0,375.0,0,ZH HRM2,ZH,2012
66,Rückzahlung eigener Investitionsbeiträge,72000.3,1956.0,13086.0,200,ZH HRM2,ZH,2012
67,Durchlaufende Investitionsbeiträge,34695.46,13816.0,42564.0,36728,ZH HRM2,ZH,2012
6,Investitionseinnahmen gesamt,306082.36,96574.0,340407.0,208288.5,ZH HRM2,ZH,2012
10,Finanzvermögen,6242170.2,0.0,7703314.470000001,0,ZH HRM2,ZH,2012
102,Kurzfr. Finanzanlagen,296202.2,,228381.4,,ZH HRM2,ZH,2012
104,Aktive Rechnungsabgrenzungen (Transit. Aktiven),501761.1,,654889.79,,ZH HRM2,ZH,2012
106,Vorräte und angefangene Arbeiten,61778.3,,65493.04,,ZH HRM2,ZH,2012
107,Langfristige Finanzanlagen FV,145208.5,0.0,227186.79,0,ZH HRM2,ZH,2012
108,Sachanlagen FV,889162.4,0.0,1031871.95,0,ZH HRM2,ZH,2012
109,Forderungen gegenüber Spezialfinanzierungen und Fonds im FK,0,0.0,0.0,0,ZH HRM2,ZH,2012
14,Verwaltungsvermögen,14362143.299999999,0.0,14222351.8,0,ZH HRM2,ZH,2012
144,Darlehen,875765.5,0.0,1476798.9300000002,0,ZH HRM2,ZH,2012
145,Beteiligungen / Grundkapitalien,2523032.6,0.0,2522663.97,0,ZH HRM2,ZH,2012
146,Investitionsbeiträge,3329206,0.0,2582947.7,0,ZH HRM2,ZH,2012
1484,Kum. zusätzliche Abschreibungen Darlehen,0,0.0,0.0,0,ZH HRM2,ZH,2012
1485,Kum. zusätzliche Abschreibungen Beteiligungen,0,0.0,0.0,0,ZH HRM2,ZH,2012
1486,Kum. zusätzliche Abschreibungen Investitionsbeiträge,0,0.0,0.0,0,ZH HRM2,ZH,2012
1489,Nicht zugeteilte kum. zusätzliche Abschreibungen,0,0.0,0.0,0,ZH HRM2,ZH,2012
1,Aktiven,20604313.5,0.0,21925666.270000003,0,ZH HRM2,ZH,2012
20,Fremdkapital,12295727.808,0.0,13483912.328,,ZH HRM2,ZH,2012
200,Laufende Verbindlichkeiten,1558614.3,0.0,1722016.76,0,ZH HRM2,ZH,2012
