HRM2-ID,HRM2-Bezeichnung,Rechnung 2015,Budget 2016,Rechnung 2016,Budget 2017,Source,Kanton,Year,Compte,Compte.1
30,Personalaufwand,5100269.19577,5164956.486,5086778.7295200005,5233947.216,ZH_HRM2,ZH,2016,,
31,Sach- und übriger Betriebsaufwand,2943087.0589099997,3012788.307,2958331.72029,3085081.573,ZH_HRM2,ZH,2016,,
330,Abschreibungen Sachanlagen VV,493650.41839,466662.753,486323.49385,477753.225,ZH_HRM2,ZH,2016,,
332,Abschreibungen Immaterielle Anlagen VV,30767.69746,23943.821,29594.168719999998,29163.59,ZH_HRM2,ZH,2016,,
339,Abtragung Bilanzfehlbetrag,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2016,,
350,Einlagen in Fonds und Spezialfinanzierungen im FK,41382.40418,6927.0,35993.698670000005,22275.0,ZH_HRM2,ZH,2016,,
351,Einlagen in Fonds und Spezialfinanzierungen im EK,15460.43292,0.0,0.0,0.0,ZH_HRM2,ZH,2016,,
36,Transferaufwand,5379964.298850001,5701333.430600001,5707484.18904,5821815.486,ZH_HRM2,ZH,2016,,
37,Durchlaufende Beiträge,633555.76825,647813.0,434738.98065,388318.5,ZH_HRM2,ZH,2016,,
39,Interne Verrechungen,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2016,,
41,Regalien und Konzessionen,326270.55851,199435.0,199768.11233,200526.0,ZH_HRM2,ZH,2016,,
42,Entgelte,2915289.4748400003,2924971.717,2994885.35759,2980075.86,ZH_HRM2,ZH,2016,,
430,Verschiedene Erträge,252458.69099,200345.8,260397.86333000002,268878.439,ZH_HRM2,ZH,2016,,
431,Aktivierung Eigenleistung,11039.85434,11758.6,13840.81425,14105.070609999999,ZH_HRM2,ZH,2016,,
432,Bestandesveränderungen,-111.65639,0.0,2533.4943399999997,-1.0,ZH_HRM2,ZH,2016,,
439,Übriger Ertrag,35577.89301,76079.492,87283.18567,32774.09239,ZH_HRM2,ZH,2016,,
450,Entnahmen aus Fonds und Spezialfinanzierungen im Fremdkapital,30116.48569,79903.99,27390.861780000003,85684.385,ZH_HRM2,ZH,2016,,
451,Entnahmen aus Fonds und Spezialfinanzierungen im Eigenkapital,0.0,51911.0,51149.49857,48935.0,ZH_HRM2,ZH,2016,,
46,Transferertrag,3816645.7476,3817445.00553,3897556.38426,3956742.27342,ZH_HRM2,ZH,2016,,
47,Durchlaufende Beiträge,633555.76825,647813.0,434738.97427,388329.5,ZH_HRM2,ZH,2016,,
49,Interne Verrechnungen,0.0,0.0,0.0,0.0,ZH_HRM2,ZH,2016,,
340,Zinsaufwand,133830.18699,117042.1,107082.73604,108601.5,ZH_HRM2,ZH,2016,,
341,Realisierte Kursverluste,1739.5748999999998,533.7,946.83241,414.8,ZH_HRM2,ZH,2016,,
342,Kapitalbeschaffungs- und Verwaltungskosten,694.52234,755.0,724.88328,710.0,ZH_HRM2,ZH,2016,,
343,Liegenschaftenaufwand FV,3005.0072400000004,11477.8,4523.20171,5132.5,ZH_HRM2,ZH,2016,,
344,Wertberichtigungen Anlagen FV,42628.754409999994,20.0,1423.2313700000002,20.0,ZH_HRM2,ZH,2016,,
349,Verschiedener Finanzaufwand,325.21898,190.0,1853.20151,201.9,ZH_HRM2,ZH,2016,,
