HRM2-ID,HRM2-Bezeichnung,Rechnung 2012,Budget 2013,Rechnung 2013,Budget 2014,Source,Kanton,Year,Compte,Compte.1
30,Personalaufwand,4782409.41,4827007.19,4727960.2232,4944121.854,ZH HRM2,ZH,2013,,
31,Sach- und übriger Betriebsaufwand,2742025.9,2633519.28,2856763.2608499997,2972686.192,ZH HRM2,ZH,2013,,
330,Abschreibungen Sachanlagen VV,454103.66,457275.69,457455.2279,460653.49,ZH HRM2,ZH,2013,,
332,Abschreibungen Immaterielle Anlagen VV,28316.63,25766.37,25865.21572,25828.403,ZH HRM2,ZH,2013,,
339,Abtragung Bilanzfehlbetrag,0.0,0,0.0,0.0,ZH HRM2,ZH,2013,,
350,Einlagen in Fonds und Spezialfinanzierungen im FK,38305.53,6133.82,55525.04908,31780.175,ZH HRM2,ZH,2013,,
351,Einlagen in Fonds und Spezialfinanzierungen im EK,27451.0,32186,35368.32813,25265.0,ZH HRM2,ZH,2013,,
36,Transferaufwand,5213950.72,5435767.72,5246448.092970001,5330363.291,ZH HRM2,ZH,2013,,
37,Durchlaufende Beiträge,653620.4,644945,657872.8769500001,649978.2,ZH HRM2,ZH,2013,,
39,Interne Verrechungen,0.0,0,,0.0,ZH HRM2,ZH,2013,,
41,Regalien und Konzessionen,201024.7,196792,200029.33756,196229.0,ZH HRM2,ZH,2013,,
42,Entgelte,2723747.2,2717450.0249999994,2641740.38603,2749027.599,ZH HRM2,ZH,2013,,
430,Verschiedene Erträge,235444.6,174421.8,254693.63739,156230.6,ZH HRM2,ZH,2013,,
431,Aktivierung Eigenleistung,9581.6,10298.1,12608.36684,8615.0,ZH HRM2,ZH,2013,,
432,Bestandesveränderungen,1167.9,0,-1856.38056,0.0,ZH HRM2,ZH,2013,,
439,Übriger Ertrag,64102.6,0,64822.38964,83622.059,ZH HRM2,ZH,2013,,
450,Entnahmen aus Fonds und Spezialfinanzierungen im Fremdkapital,110439.4,82563.496,20112.62086,59177.387,ZH HRM2,ZH,2013,,
451,Entnahmen aus Fonds und Spezialfinanzierungen im Eigenkapital,0.0,0,0.0,0.0,ZH HRM2,ZH,2013,,
46,Transferertrag,3432659.2,3519723.438,3647671.65311,3681137.5,ZH HRM2,ZH,2013,,
47,Durchlaufende Beiträge,653620.4,644945,657872.87695,649978.2,ZH HRM2,ZH,2013,,
49,Interne Verrechnungen,0.0,0,0.0,0.0,ZH HRM2,ZH,2013,,
340,Zinsaufwand,138000.3,144558.7,134592.45150999998,125754.722,ZH HRM2,ZH,2013,,
341,Realisierte Kursverluste,4697.4,342.3,16217.32616,475.6,ZH HRM2,ZH,2013,,
342,Kapitalbeschaffungs- und Verwaltungskosten,459.6,695,609.05331,720.0,ZH HRM2,ZH,2013,,
343,Liegenschaftenaufwand FV,3870.7,6905,8651.09193,9954.8,ZH HRM2,ZH,2013,,
344,Wertberichtigungen Anlagen FV,67743.2,0,2335.9804900000004,0.0,ZH HRM2,ZH,2013,,
349,Verschiedener Finanzaufwand,2740.4,2303,1134.28448,2375.0,ZH HRM2,ZH,2013,,
440,Zinsertrag,54837.3,55400.4,47168.64813,45581.9,ZH HRM2,ZH,2013,,
441,Realisierte Gewinne FV,8024.8,413.3,4907.1659500000005,2966.0,ZH HRM2,ZH,2013,,
442,Beteiligungsertrag FV,468.8,25,519.27589,93.0,ZH HRM2,ZH,2013,,
