Acc-ID,Name,Budget y,Realized,Budget y+1,Region,Year,Slack
30,Personalaufwand,4736464.0,7369400.9,4663153.945,ZH,2011,-2632936.9000000004
31,Sach- und übriger Betriebsaufwand,2627790.0,2693614.8,2515883.068,ZH,2011,-65824.79999999981
33,Abschreibungen Verwaltungsvermögen,439101.0,501069.37,462796.042,ZH,2011,-61968.369999999995
35,Einlagen in Fonds und Spezialfinanzierungen,25385.0,71126.1,20483.2,ZH,2011,-45741.100000000006
36,Transferaufwand,4303978.0,4197364.68,6783695.865,ZH,2011,106613.3200000003
37,Durchlaufende Beiträge,617662.0,628148.3,627812.0,ZH,2011,-10486.300000000047
39,Interne Verrechungen,0.0,0.0,0.0,ZH,2011,0.0
40,Fiskaleinnahmen,6012225.0,6471376.4,6035748.0,ZH,2011,-459151.4000000004
41,Regalien und Konzessionen,372180.0,373468.06,81778.0,ZH,2011,-1288.0599999999977
42,Entgelte,2527698.0,2614914.8,2687466.602,ZH,2011,-87216.79999999981
43,Verschiedene Erträge,233154.0,294132.0,256947.3,ZH,2011,-60978.0
45,Entnahmen aus Fonds und Spezialfinanzierungen,56403.376,2557.4,191987.363,ZH,2011,53845.975999999995
46,Transferertrag,2883931.0,3022311.99,4837160.612,ZH,2011,-138380.99000000022
47,Durchlaufende Beiträge,617630.0,628099.29,627812.0,ZH,2011,-10469.290000000037
49,Interne Verrechnungen,0.0,0.0,0.0,ZH,2011,0.0
34,Finanzaufwand,152156.0,212614.19,157223.746,ZH,2011,-60458.19
38,Ausserordentlicher Aufwand,0.0,0.0,0.0,ZH,2011,0.0
48,Ausserordentlicher Ertrag,0.0,0.0,0.0,ZH,2011,0.0
57,Durchlaufende Investitionsbeiträge,12524.0,34695.4,13816.0,ZH,2011,-22171.4
58,a.o Investitionsausgaben,0.0,0.0,0.0,ZH,2011,0.0
67,Durchlaufende Investitionsbeiträge,12524.0,34695.4,13816.0,ZH,2011,-22171.4
68,a.o Investitionseinnahmen,0.0,0.0,0.0,ZH,2011,0.0
10,Finanzvermögen,0.0,6242170.2,0.0,ZH,2011,0.0
14,Verwaltungsvermögen,0.0,14362143.3,0.0,ZH,2011,0.0
20,Fremdkapital,0.0,12295727.6,0.0,ZH,2011,0.0
29,Eigenkapital,0.0,8308585.8,0.0,ZH,2011,0.0
39,Selbstfinanzierung,838072.3760000002,-1061799.6100699974,511238.07499999925,ZH,2011,1899871.9860699975
40,Selbstfinanzierungsanteil,0.06966990423626268,-0.0831076016319635,0.03678209784043578,ZH,2011,0.1527775058682262
31,Bruttoschulden,0.0,5118556.908,0.0,ZH,2011,0.0
32,Bruttoverschuldungsanteil,0.0,0.4006320819919642,0.0,ZH,2011,0.0
33,Nettoschuld I,0.0,6053557.399999999,0.0,ZH,2011,0.0
34,Nettoschuld II,0.0,2665493.000000001,0.0,ZH,2011,0.0
36,Nettoverschuldungsquotient,0.0,0.8257234890555892,0.0,ZH,2011,0.0
37,Eigenkapital (in 1000 Fr.),0.0,8308585.8,0.0,ZH,2011,0.0
38,Eigenkapitaldeckungsgrad,0.0,0.40717607977785314,0.0,ZH,2011,0.0
42,Kapitaldienstanteil,0.043687986254766324,0.04551198651289459,0.0395357733722768,ZH,2011,-0.001824000258128268
43,Saldo der Finanzerträge,239331.0,330570.48999999993,268635.654,ZH,2011,-91239.48999999993
44,Bruttorendite des Finanzvermögens,0.0,0.031296900555515136,0.0,ZH,2011,0.0
45,Zinsbelastungsanteil,0.007185023627529971,0.006293029190812222,0.006238939412853001,ZH,2011,0.0008919944367177489
47,Investitionsanteil,0.06968484995304108,0.061498764650678175,0.06809639051890355,ZH,2011,0.008186085302362908
30,Personalaufwand,3438918.95801,3500946.113,3508335.574,BE,2011,-62027.15498999972
31,Sachaufwand,886515.30519,793965.6543200001,907227.2806599999,BE,2011,92549.6508699999
34,Passivzinsen,145356.0,115805.43956999999,136941.25,BE,2011,29550.560430000012
34,"Anteile, Entschädigungen, Beiträge",1159140.482515,1204005.3458450001,1293374.056,BE,2011,-44864.86333000008
35,"Anteile, Entschädigungen, Beiträge",1159140.482515,1204005.3458450001,1293374.056,BE,2011,-44864.86333000008
36,"Anteile, Entschädigungen, Beiträge",1159140.482515,1204005.3458450001,1293374.056,BE,2011,-44864.86333000008
37,"Anteile, Entschädigungen, Beiträge",1159140.482515,1204005.3458450001,1293374.056,BE,2011,-44864.86333000008
35,Einlagen in Spezialfinanzierungen/Fonds,1832.288,45443.89734999999,1840.319,BE,2011,-43611.60934999999
39,Interne Verrechnungen (Aufwand),121262.50600000001,44618.49145,144701.935,BE,2011,76644.01455
42,Vermögenserträge,358442.853,375486.69531,234150.877,BE,2011,-17043.842309999978
41,Konzessionen/Entgelte (Gebühren),448248.77247,465845.97891500004,436098.224875,BE,2011,-17597.206445000018
43,Konzessionen/Entgelte (Gebühren),448248.77247,465845.97891500004,436098.224875,BE,2011,-17597.206445000018
44,"Anteile, Rückerstattungen, Beiträge",904585.7860174999,934977.1337799999,986944.569975,BE,2011,-30391.347762500052
45,"Anteile, Rückerstattungen, Beiträge",904585.7860174999,934977.1337799999,986944.569975,BE,2011,-30391.347762500052
46,"Anteile, Rückerstattungen, Beiträge",904585.7860174999,934977.1337799999,986944.569975,BE,2011,-30391.347762500052
47,"Anteile, Rückerstattungen, Beiträge",904585.7860174999,934977.1337799999,986944.569975,BE,2011,-30391.347762500052
45,Entnahme aus Spezialfinanzierungen,257726.82559999998,147805.41683,264892.19,BE,2011,109921.40876999998
49,Interne Verrechnungen (Ertrag),121816.83495,44615.9116,143949.6095,BE,2011,77200.92335
50,Sachgüter,761165.48362,684305.9707599999,664794.247,BE,2011,76859.51286000002
54,Darlehen und Beteiligungen,17500.0,20044.19005,19125.0,BE,2011,-2544.190050000001
56,"Investitionsbeiträge,übrige Investitionen",114275.16666666666,121226.58059,112780.42316666666,BE,2011,-6951.413923333341
57,"Investitionsbeiträge,übrige Investitionen",114275.16666666666,121226.58059,112780.42316666666,BE,2011,-6951.413923333341
58,"Investitionsbeiträge,übrige Investitionen",114275.16666666666,121226.58059,112780.42316666666,BE,2011,-6951.413923333341
60,"Abgang Sachgüter, Nutzungsabgaben",495.0,1713.2968500000002,50.0,BE,2011,-1218.2968500000002
61,"Abgang Sachgüter, Nutzungsabgaben",495.0,1713.2968500000002,50.0,BE,2011,-1218.2968500000002
62,"Rückzahlung,Rückerstattung,Invest.-Beitr.",76944.70840833333,80433.49571666667,71595.46666666666,BE,2011,-3488.7873083333398
63,"Rückzahlung,Rückerstattung,Invest.-Beitr.",76944.70840833333,80433.49571666667,71595.46666666666,BE,2011,-3488.7873083333398
64,"Rückzahlung,Rückerstattung,Invest.-Beitr.",76944.70840833333,80433.49571666667,71595.46666666666,BE,2011,-3488.7873083333398
65,"Rückzahlung,Rückerstattung,Invest.-Beitr.",76944.70840833333,80433.49571666667,71595.46666666666,BE,2011,-3488.7873083333398
66,"Rückzahlung,Rückerstattung,Invest.-Beitr.",76944.70840833333,80433.49571666667,71595.46666666666,BE,2011,-3488.7873083333398
67,"Rückzahlung,Rückerstattung,Invest.-Beitr.",76944.70840833333,80433.49571666667,71595.46666666666,BE,2011,-3488.7873083333398
